Gene,ERR2593198.bam,ERR3374021.bam,SRR10572661.bam,SRR16796949.bam,SRR3401747.bam,SRR3401748.bam,SRR3401749.bam,SRR3401750.bam,ERR4184070.bam,ERR4184071.bam,ERR4184072.bam,ERR4184073.bam,SRR3161766.bam,SRR3161767.bam,SRR3161768.bam,SRR3161769.bam,SRR12774953.bam,RCB003.Brain.bam,RCS001.Spleen.bam,SRR12774963.bam
Ncs1_1,1432,1384,2824,1973,822,751,387,443,1976,1679,1620,1796,1029,1082,1026,1175,334,4739,53,14
Gpr107_1,541,865,2241,1195,725,822,530,547,2789,2255,3172,3438,1234,1054,839,1266,782,1106,1071,878
Fnbp1_1,337,945,729,522,729,440,1435,1381,2267,1768,1444,1631,808,685,594,797,1067,2278,3138,2426
Usp20_1,336,392,926,748,288,194,863,755,777,570,794,888,344,385,271,406,593,1413,690,375
CUNH9orf78_1,1572,1583,2354,3666,1185,852,1414,983,2378,1914,1481,1561,737,717,618,757,296,1089,1403,328
Tor1a_1,1233,1130,2787,2385,671,483,535,473,1796,1464,1391,1634,683,627,534,646,316,442,412,315
LOC100771251_1,5122,3473,2953,5145,1325,908,1504,1460,6752,5367,3192,3397,2248,1739,1616,1906,1422,513,2550,1118
Tvp23a_1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,2,199,1,0
Nubp1_1,776,555,827,988,453,306,270,295,1773,1314,826,897,452,486,389,441,208,598,963,565
Tekt5_1,3,1,2,0,1,0,2,0,1,5,4,1,1,0,0,0,10,319,3,4
Emp2_1,280,733,693,386,0,0,1,0,1479,1084,1390,1513,0,0,0,0,462,164,335,195
Atf7ip2_1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,2
LOC100766848_1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113836539_1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,109,67,0,0
Grin2a_1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,205,481,0,3
LOC100767630_1,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C7H16orf72_1,247,906,1215,394,672,633,1348,1130,2603,2062,2193,2567,1012,704,774,883,670,763,992,855
LOC100768480_1,53,0,0,986,0,0,0,0,32,22,22,19,0,0,1,0,0,0,9,0
Usp7_1,4398,3716,11765,5500,3613,2180,3016,2649,31112,24065,14655,15777,3841,3028,2817,3238,1538,2562,10449,2816
LOC107979952_1,388,52,262,331,21,24,17,42,438,333,311,367,32,25,32,36,58,66,191,76
Carhsp1_1,3364,3185,5074,7367,1903,1754,2720,2169,9339,7360,9209,9783,2462,2240,2118,2380,1060,616,4614,474
Pmm2_1,1458,1408,3281,2957,923,816,663,600,4463,3592,3020,3255,1210,1200,957,1143,415,331,706,436
Tmem186_1,1254,959,1972,1380,775,1028,999,896,3367,2556,3268,3528,1010,820,790,1004,328,1047,575,280
Abat_1,3,5,7,2,4,0,12,15,24,9,18,17,16,6,3,5,115,3133,10,9
Mettl22_1,163,205,0,1,1,2,12,38,219,182,327,338,163,165,128,248,94,342,352,118
Tmem114_1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,22,0,0
LOC113836537,0,1,3,115,1,0,1,0,1165,824,939,1073,0,0,0,0,5,0,1,2
Rbfox1_1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,5341,37,268
Eef2kmt_1,568,541,392,610,321,258,397,348,1120,893,1020,1162,216,251,202,232,177,153,307,111
Alg1_1,649,531,664,895,270,145,189,149,1229,980,642,719,118,154,118,149,213,252,165,112
CUNH16orf89_1,1,1,1,0,1,10,12,15,1,0,0,0,0,0,0,1,17,32,0,1
Nagpa_1,649,1199,929,1273,545,350,140,131,2109,1655,1274,1372,338,421,388,465,56,136,285,113
Sec14l5_1,28,72,3,2,36,31,62,42,0,6,12,15,1,1,0,0,21,143,16,7
Ppl_1,12,1,7,0,34,18,5,17,34,27,24,43,0,1,0,0,733,49,86,82
Ubn1_1,2640,2332,4816,3107,1494,765,1791,1467,16380,12379,13821,15058,2523,2083,1959,2309,1228,906,2222,1331
Glyr1_1,1946,2278,1909,1286,1887,960,2200,2096,8926,7216,5315,6010,1557,1351,1215,1464,1014,3890,2581,1097
Rogdi_1,479,323,434,676,484,389,981,876,3091,2426,1060,1136,621,798,707,661,303,1798,1014,297
Sept12_1,1,4,44,16,11,5,32,40,105,85,55,47,19,18,17,14,92,15,25,10
CUNH16orf71_1,153,163,284,298,110,108,178,141,323,241,395,433,81,96,93,85,153,229,68,46
Anks3_1,1040,702,1484,1003,572,439,622,572,2240,1732,1489,1673,252,387,339,374,486,550,862,657
Nudt16l1_1,235,344,796,700,248,213,324,370,1296,955,885,951,214,269,236,251,449,776,478,241
Mgrn1_1,742,1459,2223,1242,780,611,1175,911,4176,3278,2674,2890,1497,1639,1460,1708,1028,2944,953,623
Ubald1_1,43,400,98,30,282,236,358,302,1178,1040,775,768,144,173,184,148,193,1147,576,110
CUNH16orf96_1,4,2,26,5,5,14,34,45,67,47,167,188,8,6,2,12,105,40,6,36
Cdip1_1,975,1065,1563,804,914,643,863,834,4722,3734,3076,3369,1250,1106,944,1040,698,3356,1357,577
Hmox2_1,1702,1757,2222,2046,936,978,1039,1015,4954,3797,2997,3097,822,782,697,852,549,1560,1089,762
Nmral1_1,2,0,5,0,3,1,5,3,8,7,18,16,0,0,0,2,114,223,394,68
Dnaja3_1,2642,2418,3005,3711,2071,1934,1945,1722,7649,5892,5579,6065,1492,1379,1221,1307,464,1320,888,531
Coro7_1,268,930,1798,649,470,372,1004,1193,4254,3215,3538,3918,671,877,712,882,489,1414,1978,1004
Vasn_1,293,1094,1440,508,786,617,540,413,3081,2390,4643,4830,569,828,819,923,367,134,273,165
Pam16_1,516,706,702,1062,422,450,694,715,1376,1080,1457,1576,133,168,182,175,181,384,398,230
Glis2_1,151,708,448,160,546,528,454,443,1763,1507,1452,1562,887,992,919,988,482,338,260,123
Tfap4_1,780,589,318,559,595,228,111,112,2654,1629,691,720,114,160,151,148,107,86,335,68
Srl_1,15,15,20,15,11,18,16,19,99,78,69,87,24,22,14,16,53,2,15,5
Adcy9_1,351,376,835,420,745,721,1060,1093,1692,1289,1389,1502,644,573,515,677,1155,1346,285,517
LOC100770451_2,424,273,590,282,487,211,275,217,3000,2250,1603,1717,377,370,287,437,2314,627,1164,2577
Trap1_1,6195,5884,2297,2806,3792,2942,3225,2575,13001,10110,6914,7363,2856,2986,2674,2786,619,1592,2458,679
Dnase1_1,18,5,15,10,9,11,26,21,61,40,47,34,9,5,6,7,25,19,7,13
Slx4_1,549,711,520,281,553,422,1074,716,2503,2041,2896,3223,621,647,532,658,215,470,513,254
Nlrc3_1,5,3,12,5,3,8,3,5,32,14,77,57,1,1,2,1,47,25,469,686
Cluap1_1,723,504,1099,790,353,362,391,310,1265,962,1065,1194,343,273,257,291,206,492,309,154
CUNH16orf90_1,24,14,10,4,7,2,5,8,24,26,20,17,1,5,1,1,7,7,3,6
Naa60_1,362,818,677,321,554,436,442,430,3318,2426,2812,2911,709,671,659,914,360,1101,1134,275
Znf597_1,1045,470,1070,1241,632,802,586,601,2161,1674,2395,2717,408,347,318,429,249,589,264,324
Znf174_1,0,0,1,0,0,0,1,0,0,1,3,4,0,0,0,0,13,25,12,21
LOC100766238_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC113836540,116,51,341,21085,89,62,38,23,921,773,277,308,13,7,12,9,6,40,272,0
Znf263_1,543,516,776,644,481,483,380,377,2771,2117,2120,2315,757,615,480,667,342,496,950,552
Mefv_1,213,93,53,46,154,171,11,8,296,208,504,592,526,365,377,512,12,2,102,103
Znf200_1,4,0,3,4,2,1,0,1,10,5,12,8,1,0,0,0,1,0,0,2
LOC103164199_1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LOC103161035_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC100767113_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100766528_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772373_1,0,0,12,297,1,0,0,0,685,536,295,339,0,0,0,1,0,0,0,0
Ccr7_1,10,13,4,7,20,208,106,539,11,8,6,14,16,11,8,10,19,5,948,731
Tns4_1,0,0,2,1,0,5,4,5,6,1,1,0,0,0,0,0,389,13,5,8
Igfbp4_1,3533,12926,7046,5502,9130,11678,2106,3367,19237,15357,9117,9902,5319,5160,5088,5834,2828,492,967,366
Top2a_1,22906,16577,24298,17832,11580,5422,6059,2996,64958,50165,35895,39694,16964,13380,12356,10130,620,87,8222,1065
LOC113836559,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,5,7,15
Rara_1,201,682,953,567,395,488,447,476,1066,844,1765,1853,613,884,983,1145,463,238,881,433
Cdc6_1,1101,856,327,707,451,148,331,122,1964,1577,483,503,396,369,328,292,44,9,1290,49
Wipf2_1,476,889,1287,740,718,717,1044,866,2100,1632,2526,2692,1037,869,820,950,681,1564,1013,617
Rapgefl1_1,31,96,87,52,42,40,197,156,498,403,713,784,77,72,62,75,265,2033,12,8
Casc3_1,902,2048,3212,1416,1688,1366,2316,2068,8375,6613,5434,5794,2002,1585,1452,1695,610,1534,2418,763
Msl1_1,1509,2416,1973,1472,1889,1340,838,754,5489,4354,4849,5276,2109,1551,1489,1497,1205,3146,3080,1134
Nr1d1_1,423,2395,1163,531,409,369,591,632,1441,1229,1730,1898,391,571,556,532,484,2248,516,100
Thra_1,2932,3221,3217,4342,1125,1254,1460,1494,3271,2491,3819,4136,1013,1220,1082,1232,893,10717,1474,416
Med24_3,3298,7565,9430,3030,1067,726,422,413,4917,3652,4231,4665,1142,1360,1302,1211,380,838,1250,364
Csf3_1,92,200,331,95,6,34,3,4,67,39,111,115,9,13,6,10,11,2,5,8
LOC100759692_2,5866,14047,17776,10488,3177,1981,4149,4282,16560,12832,9740,10484,2347,2869,2558,2748,679,2228,3395,418
LOC103164600_1,107,201,208,56,60,23,33,31,230,185,52,109,26,24,29,33,7,3,178,4
LOC100763945_1,0,0,0,0,0,0,1,5,2,0,7,1,0,0,0,0,1,0,11,3
Ormdl3_1,4909,2150,4390,5235,689,608,1211,1384,2893,2168,1911,2245,625,731,616,819,464,941,434,211
Gsdmb_1,5,4,20,4,3,4,6,7,6,13,14,14,5,3,0,0,5,1,0,6
Zpbp2_1,1366,1272,1692,2817,856,887,1051,1089,2509,2027,2129,2238,873,692,676,750,168,288,920,846
Ikzf3_1,57,28,174,134,167,287,677,772,129,66,278,263,99,87,83,71,62,28,3112,3613
Grb7_1,1,0,0,0,0,0,2,5,1,0,2,2,0,0,0,1,120,4,5,3
Erbb2_1,474,901,1210,619,493,346,299,322,3406,2677,3165,3257,360,423,434,524,645,68,110,95
Pgap3_1,66,41,192,155,129,99,55,87,216,158,96,112,57,82,71,82,90,105,81,34
Pnmt_1,0,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,0,0,3,3
Tcap_1,0,1,0,1,1,0,1,4,3,0,5,8,0,0,1,1,41,211,22,2
Stard3_1,785,862,1333,1165,896,637,845,1313,2563,2044,2628,2983,626,739,638,773,375,549,716,241
Ppp1r1b_1,5,0,13,31,0,0,1,0,7,7,1,2,0,0,0,0,38,4855,3,5
LOC113836560,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,881,0,0
Cdk12_1,2224,2674,5081,1580,1949,982,1566,1298,15468,11977,11257,12341,2621,2126,2004,2271,1562,914,1999,2355
Med1_1,3794,3166,3778,2978,2261,1613,1754,2152,20766,16010,13706,15194,3045,2166,2029,2282,1246,1786,3247,2186
Fbxl20_1,666,538,2315,1675,327,359,523,563,2790,2209,4435,4839,693,595,499,691,477,419,310,467
Stac2_1,0,1,3,0,0,0,2,3,2,1,2,6,0,0,0,1,31,660,11,2
Rpl19_1,16238,17117,40887,24115,10967,9283,9722,11163,31737,23938,13954,15318,7747,10123,8580,9832,3639,5103,16233,10576
Cacnb1_1,1,2,3,0,1,0,13,36,1,0,1,0,0,0,0,0,74,1587,339,264
Arl5c_1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,41,29
LOC113836549,4,0,6,1,4,0,3,2,3,2,3,2,0,0,0,0,3,0,2,4
Plxdc1_1,5,8,4,16,410,605,81,89,25,9,26,24,57,84,71,107,523,767,48,32
Fbxo47_1,106,76,122,273,30,29,274,214,323,268,472,509,113,91,85,81,8,5,63,10
Lasp1_1,2534,6526,7571,4237,3497,2053,1283,1098,19773,15737,22789,24264,6144,5936,6013,5815,1153,2026,1635,642
Rpl23_1,18700,21517,25993,37012,9561,10564,15763,19146,19016,14625,10124,10351,6709,5505,6030,5794,2175,3300,17946,5118
CUNH17orf98_1,15,10,9,9,2,3,8,14,39,19,12,12,3,4,2,6,2,1,1,4
Cwc25_1,459,705,1352,896,424,313,660,501,1511,1099,1444,1623,371,376,356,407,244,404,707,249
Pip4k2b_1,1837,1478,1552,2479,924,662,887,707,5685,4564,5434,5680,1478,1338,1288,1354,473,2567,891,698
Psmb3_1,3087,3774,6945,8170,2590,1848,2450,2220,6398,4849,3354,3715,1811,1999,1654,1811,371,879,2086,629
Pcgf2_1,243,1437,450,132,935,807,631,690,3110,2575,2988,3171,948,812,855,966,421,768,527,84
Cisd3_1,1326,2253,1244,740,781,530,827,803,3590,2868,1559,1698,820,861,893,901,203,249,239,59
Mllt6_1,815,385,1394,935,526,451,245,306,4317,3417,3067,3350,270,394,289,405,733,1460,1177,800
Epop_1,0,1,2,0,0,0,0,4,12,4,91,109,0,1,0,0,34,284,156,43
Srcin1_1,8,9,18,0,18,18,50,60,27,24,77,98,34,33,34,42,201,5202,114,95
Arhgap23_1,330,835,2156,563,427,366,691,610,3257,2695,2357,2657,367,434,430,493,402,1569,2115,268
Socs7_1,892,843,1634,1410,902,831,2095,2024,2639,2057,2507,2781,982,811,703,822,640,2752,485,522
Gpr179_1,7,3,9,1,1,1,2,2,83,53,67,62,2,6,0,2,26,4,6,11
Mrpl45_1,2334,2356,3398,3733,1430,898,852,783,4685,3720,5304,5743,2514,2423,2139,2165,230,623,778,251
Npepps_1,877,2791,3255,1614,1096,835,609,676,15859,11902,12622,13655,2978,2223,2186,2162,939,1631,940,909
Kpnb1_1,12201,16678,16103,14769,15617,5843,4958,4394,47366,36764,23464,25609,8604,6938,6880,6537,2483,3443,8052,2797
LOC113836551,0,0,0,3,0,0,0,0,3,0,7,3,0,0,0,0,2,21,1,2
Tbkbp1_1,1,1,3,3,1,0,4,8,11,10,11,19,0,1,2,1,120,662,226,69
Tbx21_1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,52,208,127
Osbpl7_1,307,359,835,334,346,275,482,522,2194,1773,1756,2064,324,513,400,492,261,518,991,427
Mrpl10_1,786,1230,2969,1376,729,569,935,962,3454,2606,2628,3012,1174,1182,1109,1208,263,658,675,225
Lrrc46_1,52,86,186,106,22,10,32,43,93,52,41,47,18,22,26,22,85,28,17,9
Scrn2_1,1,1,11,0,0,0,0,0,1,1,1,1,0,0,0,0,179,244,296,118
Sp6_1,5,6,31,15,0,1,4,2,45,29,17,14,1,3,1,0,15,64,15,5
Sp2_1,75,531,190,70,266,138,217,217,1621,1389,887,1013,191,219,228,244,175,332,1440,204
Pnpo_1,430,532,1311,1039,200,224,298,204,2037,1635,1513,1596,401,355,300,398,109,1138,489,142
Prr15l_1,1,1,0,0,0,0,0,0,2,3,3,3,0,0,0,1,196,1,12,1
Cdk5rap3_1,307,936,1358,950,900,923,1379,1148,2782,2269,2982,3256,1003,1098,956,1134,372,835,1259,502
Copz2_1,7,6,46,19,22,6,2,5,3,0,0,2,4,0,1,2,213,42,111,36
Nfe2l1_1,3384,4318,11792,5482,2875,3559,2333,2472,13601,10701,12856,14220,5665,5419,4868,5821,3611,4044,2301,2148
Cbx1_1,2203,2867,2633,3352,1965,1380,2514,2302,6971,5524,4016,4206,1167,977,987,1032,444,846,1385,429
Snx11_1,334,310,1221,1143,443,391,780,588,638,540,693,692,261,271,255,299,180,359,614,299
Skap1_1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,6,3,235,241
LOC107978362_1,24,15,164,96,72,110,67,63,13,21,4,7,0,0,0,0,1,0,5,0
Hoxb1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hoxb2_1,36,53,81,95,2,2,0,1,233,216,238,292,10,13,7,25,89,0,65,8
Hoxb3_1,29,27,35,29,32,26,16,23,246,207,439,502,12,16,18,10,179,0,122,33
Hoxb4_1,46,140,246,182,110,146,117,116,737,553,1154,1274,81,96,74,129,131,0,84,42
Hoxb5_1,12,94,87,22,124,93,22,29,892,701,944,1045,113,104,86,101,191,2,20,14
Hoxb6_1,129,279,596,407,588,429,114,114,1537,1249,1422,1544,192,211,159,191,235,0,28,9
Hoxb7_1,454,478,1209,1328,411,355,182,165,2044,1593,1073,1237,350,302,271,318,105,0,28,7
LOC113836562,5,19,28,21,49,55,11,14,99,90,100,161,29,27,25,19,84,0,4,0
LOC113836565,0,1,3,3,4,0,7,10,3,2,7,6,1,0,0,1,7,0,0,0
Hoxb13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttll6_2,12,24,41,33,14,12,23,35,59,55,120,108,0,0,0,0,34,7,8,3
Calcoco2_1,4616,2879,7072,6883,2970,2781,3691,3330,14944,11599,13472,14800,4238,3421,3318,3798,797,525,1407,739
Atp5mc1_1,3052,4254,6719,5054,3620,2858,2456,2123,6788,5624,3474,3836,1749,2063,1743,1879,511,1863,2199,335
Ube2z_1,1781,2138,4077,4139,1778,1309,1935,2183,8080,6523,6512,7145,2283,1919,1705,2130,917,1575,1532,662
Snf8_1,812,1196,2306,3433,693,682,1061,913,2315,1836,1669,1872,584,556,542,579,307,668,1215,242
LOC113836552,6,1,25,14,1,0,2,1,7,8,3,1,1,1,0,0,0,2,1,0
Gip_1,0,0,1,2,1,1,0,2,2,3,1,1,0,0,0,0,0,0,0,0
Igf2bp1_1,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,1,1,1,0,2
B4galnt2_1,37,42,97,35,57,54,47,43,143,126,176,159,30,37,32,46,1191,24,218,319
Gngt2_1,9,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,15,8,592,382
Abi3_1,3,4,2,1,0,6,5,4,20,18,42,46,0,1,4,2,19,52,1414,282
Phospho1_1,337,325,371,430,216,212,339,388,891,706,1605,1673,72,113,89,98,15,262,845,130
LOC113836566,0,0,7,6,0,2,5,8,15,22,23,13,2,0,0,1,0,4,345,4
Znf652_1,1334,1029,2525,1557,1166,1036,660,909,7930,6262,7274,8056,2230,1727,1514,1970,1650,870,1619,1780
LOC113836567_1,6,2,11,155,0,0,2,0,26,21,25,31,2,4,0,0,35,2,3,69
Phb_1,6539,6268,7940,11220,3963,2527,3211,2788,11044,8683,6713,7168,2191,2371,2040,2098,457,976,1894,376
Ngfr_1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,94,68,268,195
Nxph3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,350,9,5
Spop_1,1799,1549,2637,3487,840,739,1473,1519,3231,2491,3323,3641,473,439,452,470,429,934,863,507
Slc35b1_1,1262,1495,4160,3306,913,787,760,719,3608,2782,2886,3230,1164,873,868,999,302,730,796,228
Fam117a_1,371,291,254,238,257,247,752,721,493,426,735,815,153,152,139,226,251,110,3032,389
Kat7_1,1951,2205,3813,2666,1429,1017,1272,1577,8564,6861,6356,6877,2091,1715,1611,1807,710,1423,2024,982
Tac4_1,56,30,221,68,73,114,30,25,144,135,173,190,44,29,26,42,56,21,33,99
Dlx4_1,268,322,619,372,0,0,0,0,783,661,443,525,116,97,89,94,1,0,1,4
Dlx3_1,1,1,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0,3,1,0
Itga3_1,280,640,3290,1206,459,289,405,470,4631,3630,1886,1855,1049,1222,1069,1226,469,403,390,278
Pdk2_1,173,420,893,371,172,142,475,521,672,537,999,1117,246,297,280,256,202,1080,229,68
Samd14_1,5,6,13,5,8,15,66,94,44,38,72,70,8,5,11,14,54,643,53,15
Ppp1r9b_1,2036,2422,3637,3415,1175,789,1472,1612,10971,8844,7078,7704,1037,1156,1045,1241,1380,9039,7570,1444
Sgca_1,31,35,115,78,11,7,21,60,44,26,38,44,14,25,25,24,21,5,6,0
LOC107978355_1,7,2,10,8,5,4,6,11,7,8,9,14,4,5,4,2,12,1,3,0
Col1a1_1,2,6,4,1,1,1,34,60,0,0,4,0,0,3,1,0,7502,1117,2654,135
LOC113836553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113836554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC113836555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC103163033_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113836556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113836557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC113836558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca10_1,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,1,2078,3,1
Utp18_1,4318,2630,3158,3751,1323,1115,990,969,3322,2544,1984,2225,1128,810,793,894,263,429,546,384
Mbtd1_1,1014,752,3435,2748,595,666,760,892,2579,2074,2282,2512,1198,893,859,982,726,564,915,1153
LOC100765627_1,12143,11392,19498,25430,5820,5122,3740,2367,10761,8404,7161,7374,4073,4486,4208,4551,724,1619,3973,1248
LOC100765914_1,5355,5457,10270,12262,3858,3813,4790,4932,5494,4211,3123,3253,3113,2768,2512,2787,388,2439,2716,319
Spag9_1,5717,3438,13168,6578,2106,1745,4047,3587,17665,13001,11595,12618,6044,4346,4408,4795,1808,6108,1796,3035
Tob1_1,241,473,1160,591,413,301,436,594,835,641,808,915,338,285,316,316,268,698,394,137
Wfikkn2_1,1,0,8,5,0,0,3,4,5,3,7,9,2,2,0,2,78,59,5,1
Ankrd40cl_1,115,76,324,31,23,12,18,21,399,368,220,252,41,23,25,30,153,138,140,274
Luc7l3_1,817,2794,3152,1503,2311,1464,2233,2359,4508,3534,2843,3226,1858,1433,1444,1481,1122,3867,4674,2182
Ankrd40_1,2319,2375,2369,2535,1550,1227,1482,1442,3677,2960,3021,3256,1937,1781,1668,1811,395,1670,1138,292
Abcc3_1,735,687,1029,475,1052,875,300,499,1163,899,2129,2485,1389,1423,1224,1478,387,58,148,194
Cacna1g_1,204,493,283,135,291,247,1237,1544,98,80,246,258,177,236,189,173,1043,2237,21,9
Spata20_1,133,139,97,41,28,13,24,32,32,18,11,14,21,18,22,22,7,29,1,0
Epn3_1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,195,128,0,1
Mycbpap_1,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,3,1073,3781,464,355
Rsad1_1,377,309,972,674,396,367,474,608,277,220,234,209,207,266,242,305,109,152,116,112
Acsf2_1,104,478,527,157,367,394,312,383,1625,1255,1777,1969,1272,1227,1117,1413,241,150,138,330
Chad_1,17,9,68,4,42,32,21,37,46,43,86,87,46,46,32,71,65,20,20,54
Lrrc59_1,11612,13622,21624,12943,8346,6262,6393,5148,21451,16950,14180,15418,9700,8686,8825,9511,766,2299,2376,527
Eme1_1,304,270,275,534,201,70,213,124,460,388,238,247,147,123,108,78,24,3,237,25
Mrpl27_1,569,710,947,1148,387,295,313,369,903,692,618,593,249,380,305,354,150,383,450,163
Xylt2_1,915,750,2091,1265,564,491,700,620,1770,1385,1444,1603,294,371,299,395,371,566,345,283
LOC100762800_1,3,2,1,1812,1,1,0,1,3,4,2,5,0,0,0,0,0,3,7,0
LOC113836577_1,0,0,2,9,0,0,2,1,0,1,0,1,0,0,0,0,12,0,0,1
LOC113836582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Galnt14_1,1,0,0,0,5,3,7,7,5,2,0,0,0,0,0,0,10,305,10,11
Capn13_1,0,0,0,0,3,2,3,18,0,0,0,0,0,0,0,0,3,7,0,7
Lclat1_1,532,337,681,406,304,276,188,133,1600,1181,837,995,222,192,198,240,206,157,48,115
Lbh_1,341,156,565,603,6,9,15,10,1825,1324,1090,1263,10,7,11,9,1248,610,1199,723
Ypel5_1,400,303,1399,1683,353,563,1096,1278,1007,816,1617,1758,474,411,385,554,315,1047,1339,499
Alk_1,21,18,123,62,33,19,23,37,26,15,9,6,0,0,1,1,6,123,7,14
Clip4_1,0,0,5,1,14,2,25,28,8,17,6,7,1,0,0,1,186,744,51,39
Pcare_1,0,0,2,2,1,3,0,0,2,0,1,3,0,4,0,0,18,35,0,13
Togaram2_1,2,0,7,1,1,4,9,15,19,10,12,4,2,0,0,3,119,35,19,25
Wdr43_1,7243,4758,7745,6521,2720,2275,1601,1461,13011,9847,6671,7016,2202,1856,1757,1909,546,494,1406,851
Trmt61b_1,307,256,651,871,419,540,359,296,746,630,694,775,207,168,169,211,60,192,170,106
Spdya_1,49,72,189,390,25,51,66,64,349,346,362,384,18,24,34,23,5,25,18,18
Ppp1cb_1,4088,4558,12634,14103,3740,3281,4672,4957,16921,12836,10560,11395,6447,4900,4899,4927,2625,3756,4895,2345
LOC100761810_1,13,10,78,11,93,203,44,51,27,31,15,19,30,21,20,38,170,32,17,9
LOC113830791_1,1,1,8,3,2,5,10,11,1,2,2,1,2,1,0,0,10,4,0,4
Fosl2_1,2031,1687,6334,4103,973,1176,370,472,19624,15303,16786,18827,2057,1747,1621,1973,2661,955,400,377
Babam2_1,1176,1625,1512,1059,992,1047,654,1135,4540,3436,2680,2930,2062,1811,1892,1801,316,664,651,396
Rbks_1,64,209,258,383,189,128,99,178,289,237,295,282,140,97,100,112,53,129,209,200
Mrpl33_1,1534,1563,3791,4903,1688,1733,1476,1579,1924,1475,1296,1388,1123,1096,954,1025,131,242,439,183
Slc4a1ap_1,1302,1233,1979,1689,649,458,465,456,2595,1999,1935,2157,644,510,550,512,134,507,443,159
Supt7l_1,773,709,1435,947,291,236,172,232,2524,1819,1544,1663,467,397,403,452,132,240,464,149
Gpn1_1,1664,1347,2120,2615,976,755,474,509,3573,2611,2599,2605,1129,932,887,925,221,557,647,344
Ccdc121_1,0,0,1,0,0,1,2,1,1,0,4,7,0,2,1,0,0,0,0,0
Znf512_1,1377,1066,2512,2216,1050,1110,1395,1333,2982,2145,2913,3227,674,693,671,651,406,1058,656,452
CUNH2orf16_1,4,0,1,6,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,1
Gckr_1,0,0,1,0,0,0,2,1,9,3,1,2,0,0,0,0,20,32,4,5
Fndc4_1,31,9,7,33,0,0,0,0,128,79,68,65,0,0,0,0,104,1034,43,26
Ift172_1,875,811,1080,589,35,12,42,34,2247,1667,1650,1678,0,0,0,2,1328,1173,563,466
LOC100773669_2,39,26,40,9,11,25,38,36,149,123,159,126,12,10,10,13,142,48,96,45
Nrbp1_1,2862,2596,3855,3076,1919,1417,1490,1461,5012,3925,4629,4835,2913,2686,2534,2737,806,1393,2393,874
Ppm1g_1,5659,9013,6224,6613,8379,4295,7113,6155,16081,12888,7840,8285,4199,4021,3959,3925,593,1490,6170,532
Znf513_1,232,302,788,520,436,349,417,444,1196,966,1386,1446,154,176,173,214,241,399,713,240
